"ID","n_victimas","tipo_de_calle","calle","altura","cruce","dirección_normalizada","comuna","lon","lat","participantes","victima","acusado","fecha_hora","es_cruce"
"2021-0016",1,"AVENIDA","FERNANDEZ DE LA CRUZ, F., GRAL. AV.","ESQ","DE LA TORRE, LISANDRO","FERNANDEZ DE LA CRUZ, F., GRAL. AV. y DE LA TORRE, LISANDRO",8.0,-58.47230127,-34.68482689,"AUTO-OBJETO FIJO","AUTO","OBJETO FIJO","2021-02-14 05:50:00","Esquina"
"2021-0017",1,"AVENIDA","SALTA","ESQ","CASEROS AV.","SALTA y CASEROS AV.",1.0,-58.38262614,-34.63168269,"MOTO-PASAJEROS","MOTO","PASAJEROS","2021-02-17 04:10:00","Esquina"
"2021-0018",1,"CALLE","JAURES, JEAN","ESQ","PERON, JUAN DOMINGO, TTE. GENERAL","JAURES, JEAN y PERON, JUAN DOMINGO, TTE. GENERAL",3.0,-58.41047268,-34.60793518,"PEATON-AUTO","PEATON","AUTO","2021-02-20 19:00:00","Esquina"
"2021-0019",1,"AVENIDA","TRIUNVIRATO AV.","ESQ","LARRALDE, CRISOLOGO AV.","TRIUNVIRATO AV. y LARRALDE, CRISOLOGO AV.",12.0,-58.49659234,-34.56353635,"MOTO-OBJETO FIJO","MOTO","OBJETO FIJO","2021-02-21 01:20:00","Esquina"
"2021-0020",1,"CALLE","POTOSI","ESQ","GASCON","POTOSI y GASCON",5.0,-58.42462955,-34.60727189,"PEATON-CARGAS","PEATON","CARGAS","2021-02-21 15:00:00","Esquina"
"2021-0021",1,"CALLE","YRIGOYEN, HIPOLITO","ESQ","24 DE NOVIEMBRE","YRIGOYEN, HIPOLITO y 24 DE NOVIEMBRE",3.0,-58.41168345,-34.61185625,"MOTO-OBJETO FIJO","MOTO","OBJETO FIJO","2021-02-26 05:30:00","Esquina"
"2021-0022",1,"AVENIDA","DEL LIBERTADOR AV.","ESQ","ROOSEVELT FRANKLIN D.","DEL LIBERTADOR AV. y ROOSEVELT FRANKLIN D.",13.0,-58.45157681,-34.55217303,"PASAJEROS-SD","PASAJEROS","SD","2021-02-28 12:00:00","Esquina"
"2021-0024",1,"AVENIDA","PERON, EVA AV.","ESQ","PIEDRA BUENA AV.","PERON, EVA AV. y PIEDRA BUENA AV.",9.0,-58.49573651,-34.67006054,"BICICLETA-CARGAS","BICICLETA","CARGAS","2021-03-03 16:30:00","Esquina"
"2021-0025",1,"GRAL PAZ","PAZ, GRAL. AV.","ESQ","AUTOPISTA DELLEPIANE LUIS TTE. GRAL.","PAZ, GRAL. AV. y AUTOPISTA DELLEPIANE LUIS TTE. GRAL.",8.0,-58.48695354,-34.68795245,"MOTO-OTRO","MOTO","OTRO","2021-03-11 03:45:00","Esquina"
"2021-0026",1,"AUTOPISTA","AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI","ESQ","NA","AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y QUINQUELA MARTIN, BENITO",4.0,-58.37562539,-34.64449357,"MOTO-OBJETO FIJO","MOTO","OBJETO FIJO","2021-03-15 02:35:00","Calle"
"2021-0027",1,"GRAL PAZ","PAZ, GRAL. AV.","ESQ","DONADO","PAZ, GRAL. AV. y DONADO",12.0,-58.49491054,-34.54795581,"MOTO-CARGAS","MOTO","CARGAS","2021-03-16 15:30:00","Esquina"
"2021-0028",1,"AVENIDA","COREA AV.","ESQ","TORRES Y TENORIO, PRES.","COREA AV. y TORRES Y TENORIO, PRES.",7.0,-58.44147621,-34.64357704,"PEATON-PASAJEROS","PEATON","PASAJEROS","2021-03-29 17:20:00","Esquina"
"2021-0029",1,"AVENIDA","FALCON, RAMON L.,CNEL.","ESQ","SAN PEDRITO AV.","FALCON, RAMON L.,CNEL. y SAN PEDRITO AV.",7.0,-58.46899119,-34.63215432,"AUTO-AUTO","AUTO","AUTO","2021-03-31 18:05:00","Esquina"
"2021-0030",1,"CALLE","FINOCHIETTO ENRIQUE DR.","1623","NA","FINOCHIETTO ENRIQUE DR. 1623",4.0,-58.38685612,-34.63455776,"PEATON-PASAJEROS","PEATON","PASAJEROS","2021-04-03 18:30:00","Calle"
"2021-0031",1,"AVENIDA","9 DE JULIO AV.","ESQ","INDEPENDENCIA AV.","9 DE JULIO AV. e INDEPENDENCIA AV.",1.0,-58.38113667,-34.61765323,"PEATON-CARGAS","PEATON","CARGAS","2021-04-07 10:29:00","Esquina"
"2021-0032",1,"AUTOPISTA","CANTILO, INT.","ESQ","GUIRALDES, INT.","CANTILO, INT. y GUIRALDES, INT.",13.0,-58.44112678,-34.54538956,"PEATON-MOTO","PEATON","MOTO","2021-04-10 19:55:00","Esquina"
"2021-0033",1,"AUTOPISTA","AUTOPISTA 25 DE MAYO","ESQ","NA","AUTOPISTA 25 DE MAYO y BOEDO AV.",5.0,-58.41595919,-34.62743346,"AUTO-OBJETO FIJO","AUTO","OBJETO FIJO","2021-04-14 17:50:00","Calle"
"2021-0034",1,"AVENIDA","ALCORTA, AMANCIO AV.","ESQ","ZAVALETA","ALCORTA, AMANCIO AV. y ZAVALETA",4.0,-58.40184094,-34.64546845,"MOTO-CARGAS","MOTO","CARGAS","2021-04-19 14:40:00","Esquina"
"2021-0035",1,"AVENIDA","JANER, ANA MARIA","ESQ","LAFUENTE AV.","JANER, ANA MARIA y LAFUENTE AV.",8.0,-58.44642231,-34.65679806,"MOTO-CARGAS","MOTO","CARGAS","2021-05-03 09:20:00","Esquina"
"2021-0036",1,"GRAL PAZ","PAZ, GRAL. AV.","ESQ","MOSCONI GENERAL AV.","PAZ, GRAL. AV. y MOSCONI GENERAL AV.",11.0,-58.52340614,-34.59798754,"MOTO-OBJETO FIJO","MOTO","OBJETO FIJO","2021-05-09 06:00:00","Esquina"
"2021-0037",1,"AVENIDA","MONROE","ESQ","BALBIN, RICARDO, DR. AV.","MONROE y BALBIN, RICARDO, DR. AV.",13.0,-58.46649069,-34.56219075,"PEATON-PASAJEROS","PEATON","PASAJEROS","2021-05-11 07:10:00","Esquina"
"2021-0038",1,"AVENIDA","JUSTO, JUAN B. AV.","ESQ","SANTA FE AV.","JUSTO, JUAN B. AV. y SANTA FE AV.",14.0,-58.42653328,-34.57816791,"MOTO-CARGAS","MOTO","CARGAS","2021-05-14 11:40:00","Esquina"
"2021-0039",1,"AVENIDA","OLIDEN","ESQ","ALBERDI, JUAN BAUTISTA AV.","OLIDEN y ALBERDI, JUAN BAUTISTA AV.",9.0,-58.50407099,-34.65303372,"BICICLETA-AUTO","BICICLETA","AUTO","2021-05-15 12:09:00","Esquina"
"2021-0040",1,"GRAL PAZ","PAZ, GRAL. AV.","ESQ","DEL LIBERTADOR AV.","PAZ, GRAL. AV. y DEL LIBERTADOR AV.",13.0,-58.46743471,-34.53476874,"MOTO-AUTO","MOTO","AUTO","2021-05-20 05:50:00","Esquina"
"2021-0041",1,"AVENIDA","DEL LIBERTADOR AV.","ESQ","CASARES AV.","DEL LIBERTADOR AV. y CASARES AV.",14.0,-58.40986646,-34.5772806,"PEATON-PASAJEROS","PEATON","PASAJEROS","2021-05-20 08:30:00","Esquina"
"2021-0042",1,"AVENIDA","RIVADAVIA AV.","10900","NA","RIVADAVIA AV. 10900",9.0,-58.51739138,-34.63931792,"PEATON-PASAJEROS","PEATON","PASAJEROS","2021-05-21 05:00:00","Calle"
"2021-0043",1,"AVENIDA","ALBERDI, JUAN BAUTISTA AV.","ESQ","PILAR","ALBERDI, JUAN BAUTISTA AV. y PILAR",9.0,-58.50719962,-34.65556223,"PEATON-AUTO","PEATON","AUTO","2021-05-22 18:26:00","Esquina"
"2021-0044",1,"AVENIDA","PERON, EVA AV.","ESQ","ACOSTA, MARIANO","PERON, EVA AV. y ACOSTA, MARIANO",9.0,-58.46712311,-34.64600222,"MOTO-OBJETO FIJO","MOTO","OBJETO FIJO","2021-05-25 02:00:00","Esquina"
"2021-0045",1,"AUTOPISTA","AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI","ESQ","NA","AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y SUAREZ AV.",4.0,-58.37709334,-34.64035082,"MULTIPLE","MOTO","MULTIPLE","2021-05-26 17:24:00","Calle"
"2021-0046",1,"AVENIDA","ELCANO AV.","ESQ","GUZMAN AV.","ELCANO AV. y GUZMAN AV.",15.0,-58.46033141,-34.58569883,"AUTO-OBJETO FIJO","AUTO","OBJETO FIJO","2021-05-31 02:00:00","Esquina"
"2021-0047",1,"AVENIDA","VEDIA, AGUSTIN DE","ESQ","RABANAL, FRANCISCO, INTENDENTE AV.","VEDIA, AGUSTIN DE y RABANAL, FRANCISCO, INTENDENTE AV.",4.0,-58.42190745,-34.65633192,"MOTO-AUTO","MOTO","AUTO","2021-06-02 16:00:00","Esquina"
"2021-0048",1,"AVENIDA","CAPDEVILA","ESQ","CONGRESO AV.","CAPDEVILA y CONGRESO AV.",12.0,-58.49026573,-34.5698141,"BICICLETA-AUTO","BICICLETA","AUTO","2021-06-03 09:58:00","Esquina"
"2021-0049",1,"AVENIDA","FERNANDEZ DE LA CRUZ, F., GRAL. AV.","4000","NA","FERNANDEZ DE LA CRUZ, F., GRAL. AV. 4000",8.0,-58.45410344,-34.66902702,"AUTO-AUTO","AUTO","AUTO","2021-06-03 20:30:00","Calle"
"2021-0050",1,"AVENIDA","DEL LIBERTADOR AV.","5958","NA","DEL LIBERTADOR AV. 5958",13.0,-58.44751621,-34.55719892,"MOTO-PASAJEROS","MOTO","PASAJEROS","2021-06-10 13:30:00","Calle"
"2021-0051",1,"AVENIDA","27 DE FEBRERO AV.","ESQ","EREZCANO AV.","27 DE FEBRERO AV. y EREZCANO AV.",4.0,-58.42040352,-34.66005171,"PEATON-CARGAS","PEATON","CARGAS","2021-06-15 19:20:00","Esquina"
"2021-0052",1,"GRAL PAZ","PAZ, GRAL. AV.","14723","NA","PAZ, GRAL. AV. 14723",8.0,-58.49530249,-34.68010798,"MOTO-OBJETO FIJO","MOTO","OBJETO FIJO","2021-06-20 05:40:00","Calle"
"2021-0053",1,"AVENIDA","CORRIENTES AV.","5783","NA","CORRIENTES AV. 5783",15.0,-58.44399875,-34.5947736,"PEATON-BICICLETA","PEATON","BICICLETA","2021-06-20 12:00:00","Calle"
"2021-0054",1,"CALLE","TABARE","ESQ","EREZCANO","TABARE y EREZCANO",4.0,-58.42759813,-34.65463857,"MOTO-CARGAS","MOTO","CARGAS","2021-06-22 14:44:00","Esquina"
"2021-0055",1,"AVENIDA","CORRIENTES AV.","ESQ","PUEYRREDON AV.","CORRIENTES AV. y PUEYRREDON AV.",3.0,-58.40547222,-34.60456293,"MOTO-CARGAS","MOTO","CARGAS","2021-06-29 12:20:00","Esquina"
"2021-0056",1,"AVENIDA","CORRALES","ESQ","MORENO, PERITO AV.","CORRALES y MORENO, PERITO AV.",4.0,-58.42473018,-34.6500828,"BICICLETA-AUTO","BICICLETA","AUTO","2021-07-09 23:25:00","Esquina"
"2021-0057",1,"AUTOPISTA","AUTOPISTA ARTURO ILLIA","ESQ","NA","AUTOPISTA  ARTURO ILLIA (CABINA DE PEAJE)",2.0,-58.39257023,-34.57563957,"AUTO-OBJETO FIJO","AUTO","OBJETO FIJO","2021-07-10 23:30:00","Calle"
"2021-0058",1,"GRAL PAZ","PAZ, GRAL. AV.","ESQ","VEDIA","PAZ, GRAL. AV. y VEDIA",12.0,-58.48941042,-34.54596153,"PEATON-AUTO","PEATON","AUTO","2021-07-21 00:40:00","Esquina"
"2021-0059",1,"AVENIDA","GARAY, JUAN DE AV.","2269","NA","GARAY, JUAN DE AV. 2269",3.0,-58.3964074,-34.62783085,"AUTO-OBJETO FIJO","AUTO","OBJETO FIJO","2021-07-22 01:20:00","Calle"
"2021-0060",1,"AVENIDA","SALGUERO, JERONIMO","ESQ","RIVADAVIA AV.","SALGUERO, JERONIMO y RIVADAVIA AV.",5.0,-58.41971993,-34.6111224,"PEATON-PASAJEROS","PEATON","PASAJEROS","2021-07-22 12:30:00","Esquina"
"2021-0061",1,"AVENIDA","MORENO, PERITO AV.","ESQ","ALCORTA, AMANCIO AV.","MORENO, PERITO AV. y ALCORTA, AMANCIO AV.",4.0,-58.40544588,-34.65012801,"PEATON-CARGAS","PEATON","CARGAS","2021-07-24 09:15:00","Esquina"
"2021-0062",1,"AVENIDA","LA PLATA AV.","2723","NA","LA PLATA AV. 2723",4.0,-58.42003882,-34.64645957,"AUTO-CARGAS","AUTO","CARGAS","2021-07-27 07:16:00","Calle"
"2021-0063",1,"AVENIDA","ALBERDI, JUAN BAUTISTA AV.","2906","NA","ALBERDI, JUAN BAUTISTA AV. 2906",7.0,-58.46851293,-34.63348678,"AUTO-AUTO","AUTO","AUTO","2021-08-02 04:40:00","Calle"
"2021-0064",1,"GRAL PAZ","PAZ, GRAL. AV.","ESQ","TONELERO","PAZ, GRAL. AV. y TONELERO",9.0,-58.52931141,-34.65422917,"PEATON-CARGAS","PEATON","CARGAS","2021-08-02 20:00:00","Esquina"
"2021-0065",1,"AVENIDA","SAN JUAN AV.","ESQ","LA PLATA AV.","SAN JUAN AV. y LA PLATA AV.",6.0,-58.42675754,-34.6269973,"PEATON-PASAJEROS","PEATON","PASAJEROS","2021-08-06 08:30:00","Esquina"
"2021-0066",1,"AVENIDA","LOPE DE VEGA AV.","ESQ","PAZ, GRAL. AV.","LOPE DE VEGA AV. y PAZ, GRAL. AV.",11.0,-58.52933723,-34.61098186,"PEATON-PASAJEROS","PEATON","PASAJEROS","2021-08-06 20:00:00","Esquina"
"2021-0067",1,"AUTOPISTA","AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI","ESQ","NA","AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y BRASIL",1.0,-58.37910943,-34.62764718,"MOTO-OBJETO FIJO","MOTO","OBJETO FIJO","2021-08-08 09:29:00","Calle"
"2021-0068",1,"AVENIDA","BEIRO, FRANCISCO AV.","5071","NA","BEIRO, FRANCISCO AV. 5071",11.0,-58.52161176,-34.61164474,"MOTO-OBJETO FIJO","MOTO","OBJETO FIJO","2021-08-15 06:10:00","Calle"
"2021-0069",1,"AVENIDA","SANTA FE AV.","3428","NA","SANTA FE AV. 3428",14.0,-58.41354692,-34.5869768,"PEATON-AUTO","PEATON","AUTO","2021-08-20 17:15:00","Calle"
"2021-0070",1,"AVENIDA","CHILAVERT, MARTINIANO, CORONEL","ESQ","VARELA AV.","CHILAVERT, MARTINIANO, CORONEL y VARELA AV.",8.0,-58.43960781,-34.65470804,"MOTO-CARGAS","MOTO","CARGAS","2021-08-28 08:30:00","Esquina"
"2021-0071",1,"CALLE","SAN LUIS","2730","NA","SAN LUIS 2730",3.0,-58.4045461,-34.60003693,"PEATON-MOTO","PEATON","MOTO","2021-08-31 16:00:00","Calle"
"2021-0072",1,"AVENIDA","CALLAO AV.","ESQ","PARAGUAY","CALLAO AV. y PARAGUAY",2.0,-58.39303911,-34.59871111,"PEATON-AUTO","PEATON","AUTO","2021-09-01 19:10:00","Esquina"
"2021-0073",1,"AVENIDA","DEL LIBERTADOR AV.","ESQ","AGOTE, LUIS DR.","DEL LIBERTADOR AV. y AGOTE, LUIS DR.",2.0,-58.39391034,-34.58405348,"BICICLETA-AUTO","BICICLETA","AUTO","2021-09-18 12:20:00","Esquina"
"2021-0074",1,"GRAL PAZ","PAZ, GRAL. AV.","ESQ","BALBIN, RICARDO, DR. AV.","PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",12.0,-58.5007381,-34.5497951,"MULTIPLE","MOTO","MULTIPLE","2021-09-20 15:00:00","Esquina"
"2021-0075",1,"CALLE","SALTA","ESQ","BRASIL","SALTA y BRASIL",1.0,-58.38281301,-34.62786038,"PEATON-CARGAS","PEATON","CARGAS","2021-09-21 14:30:00","Esquina"
"2021-0076",1,"AVENIDA","MORENO, PERITO AV.","2152","NA","MORENO, PERITO AV. 2152",7.0,-58.43980799,-34.65094083,"MOTO-OBJETO FIJO","MOTO","OBJETO FIJO","2021-10-16 06:15:00","Calle"
"2021-0077",1,"AVENIDA","DIRECTORIO AV.","1169","NA","DIRECTORIO AV. 1169",6.0,-58.44402387,-34.62933109,"MOTO-CARGAS","MOTO","CARGAS","2021-10-18 07:20:00","Calle"
"2021-0078",1,"AVENIDA","INDEPENDENCIA AV.","ESQ","LA PLATA AV.","INDEPENDENCIA AV. y LA PLATA AV.",6.0,-58.42779702,-34.62207347,"MOTO-PASAJEROS","MOTO","PASAJEROS","2021-10-23 06:35:00","Esquina"
"2021-0079",1,"CALLE","TUCUMAN","3112","NA","TUCUMAN 3112",3.0,-58.40944147,-34.60097942,"PEATON-AUTO","PEATON","AUTO","2021-10-25 03:30:00","Calle"
"2021-0080",1,"AVENIDA","ARENALES","ESQ","9 DE JULIO AV.","ARENALES y 9 DE JULIO AV.",1.0,-58.38277479,-34.5943016,"MOTO-AUTO","MOTO","AUTO","2021-10-28 16:16:00","Esquina"
"2021-0081",1,"AUTOPISTA","AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI","ESQ","NA","AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y BRANDSEN",4.0,-58.37627355,-34.63800916,"MOTO-CARGAS","MOTO","CARGAS","2021-11-02 13:35:00","Calle"
"2021-0082",1,"AUTOPISTA","AUTOPISTA 25 DE MAYO","ESQ","NA","AUTOPISTA 25 DE MAYO y PASCO",3.0,-58.39591856,-34.62453459,"MOTO-AUTO","MOTO","AUTO","2021-11-06 04:39:00","Calle"
"2021-0083",1,"AVENIDA","CABILDO AV.","ESQ","OLAZABAL","CABILDO AV. y OLAZABAL",13.0,-58.45829717,-34.56015762,"MOTO-AUTO","MOTO","AUTO","2021-11-09 00:35:00","Esquina"
"2021-0084",1,"AVENIDA","TAPALQUE","ESQ","BRUIX AV.","TAPALQUE y BRUIX AV.",9.0,-58.49142611,-34.64584795,"AUTO-OBJETO FIJO","AUTO","OBJETO FIJO","2021-11-11 03:00:00","Esquina"
"2021-0085",1,"GRAL PAZ","PAZ, GRAL. AV.","ESQ","EZEIZA","PAZ, GRAL. AV. y EZEIZA",12.0,-58.51271409,-34.57786555,"MOTO-OBJETO FIJO","MOTO","OBJETO FIJO","2021-11-20 18:30:00","Esquina"
"2021-0086",1,"AVENIDA","RIVADAVIA AV.","ESQ","PUAN","RIVADAVIA AV. y PUAN",6.0,-58.44864864,-34.62352826,"PEATON-PASAJEROS","PEATON","PASAJEROS","2021-11-25 10:10:00","Esquina"
"2021-0087",1,"CALLE","ESMERALDA","1359","NA","ESMERALDA 1359",1.0,-58.37795815,-34.59167894,"PEATON-BICICLETA","PEATON","BICICLETA","2021-11-27 11:22:00","Calle"
"2021-0088",1,"CALLE","MONROE","ESQ","3 DE FEBRERO","MONROE y 3 DE FEBRERO",13.0,-58.45531707,-34.55555257,"MOTO-AUTO","MOTO","AUTO","2021-12-01 15:40:00","Esquina"
"2021-0089",1,"AVENIDA","GAONA AV.","3655","NA","GAONA AV. 3655",11.0,-58.47633683,-34.62140594,"MOTO-AUTO","MOTO","AUTO","2021-12-02 01:10:00","Calle"
"2021-0090",1,"AVENIDA","9 DE JULIO AV.","ESQ","LAVALLE","9 DE JULIO AV. y LAVALLE",1.0,-58.38188582,-34.60256036,"PEATON-PASAJEROS","PEATON","PASAJEROS","2021-12-10 11:45:00","Esquina"
"2021-0091",1,"CALLE","BAIGORRIA","ESQ","HUGO, VICTOR","BAIGORRIA y HUGO, VICTOR",10.0,-58.51989389,-34.62284918,"MOTO-AUTO","MOTO","AUTO","2021-12-11 23:00:00","Esquina"
"2021-0092",1,"AVENIDA","RIVADAVIA AV.","ESQ","PUEYRREDON AV.","RIVADAVIA AV. y PUEYRREDON AV.",3.0,-58.4059686,-34.61011987,"PEATON-AUTO","PEATON","AUTO","2021-12-12 06:20:00","Esquina"
"2021-0093",1,"AVENIDA","RIESTRA AV.","ESQ","MOM","RIESTRA AV. y MOM",7.0,-58.43353773,-34.64561636,"MOTO-AUTO","MOTO","AUTO","2021-12-13 17:10:00","Esquina"
"2021-0094",1,"AUTOPISTA","DELLEPIANE, LUIS, TTE. GRAL.","ESQ","LACARRA AV.","DELLEPIANE, LUIS, TTE. GRAL. y LACARRA AV.",9.0,-58.46739825,-34.65117757,"MOTO-AUTO","MOTO","AUTO","2021-12-20 01:10:00","Esquina"
"2021-0095",1,"AVENIDA","GAONA AV.","ESQ","TERRADA","GAONA AV. y TERRADA",11.0,-58.47293407,-34.61984745,"MOTO-CARGAS","MOTO","CARGAS","2021-12-30 00:43:00","Esquina"
"2021-0096",1,"AVENIDA","PERON, EVA AV.","4071","NA","PERON, EVA AV. 4071",9.0,-58.47066794,-34.65021673,"AUTO-CARGAS","AUTO","CARGAS","2021-12-15 10:30:00","Calle"
"2021-0097",1,"CALLE","PADRE CARLOS MUJICA","709","NA","PADRE CARLOS MUGICA 709",1.0,-58.37976155,-34.58679619,"BICICLETA-AUTO","BICICLETA","AUTO","2021-11-18 06:10:00","Calle"
